"Directory.Name"	"Species"	"Common.name"	"Other.species.names"	"Species.Taxonomy.ID"	"Taxonomic.Lineage"	"Assembly.name"	"NCBI.accession"	"Source.of.assembly"	"NCBI.assembly.name"	"NCBI.assembly.status"	"Assembly.submission.date"	"Assembly.submitter.organization"	"contig.N50..bp."	"scaffold.N50..bp."	"Zoonomia_name"
"103"	"Callithrix_jacchus__White-tufted-ear_marmoset__HLcalJacc6__GCA_049354715.1"	"Callithrix_jacchus"	"White-tufted-ear marmoset"	"white_ear-tufted_marmoset,Simia_jacchus,common_marmoset,Callithrix_jacchus_jacchus"	9483	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Callitrichinae; Callithrix; Callithrix"	"HLcalJacc6"	"GCA_049354715.1"	"NCBI"	"calJac240_pri"	"Chromosome"	"2025-04-08"	"University of California Santa Cruz"	137132494	141933726	"callithrix_jacchus"
"104"	"Callithrix_jacchus__white-tufted-ear_marmoset__calJac4__GCF_009663435.1"	"Callithrix_jacchus"	"white-tufted-ear marmoset"	"Callithrix_jacchus_jacchus,common_marmoset,white_ear-tufted_marmoset"	9483	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Callitrichinae; Callithrix; Callithrix"	"calJac4"	"GCF_009663435.1"	"NCBI"	"Callithrix_jacchus_cj1700_1.1"	"Chromosome"	"2020-05-22"	"McDonnell Genome Institute at Washington University"	25227091	98198953	"callithrix_jacchus"
"105"	"Saguinus_imperator__tamarin__HLsagImp1__GCA_004024885.1"	"Saguinus_imperator"	"tamarin"	"emperor_tamarin"	9491	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Callitrichinae; Saguinus"	"HLsagImp1"	"GCA_004024885.1"	"NCBI"	"SagImp_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	53787	65636	"saguinus_imperator"
"106"	"Cebus_albifrons__white-fronted_capuchin__HLcebAlb2__GCA_023783575.1"	"Cebus_albifrons"	"white-fronted capuchin"	"brown_pale-fronted_capuchin,pale-fronted_capuchin"	9514	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Cebinae; Cebus"	"HLcebAlb2"	"GCA_023783575.1"	"NCBI"	"ASM2378357v1"	"Contig"	"2022-06-17"	"BGI-Shenzhen"	18502463	18502463	"cebus_albifrons"
"107"	"Cebus_capucinus_imitator__white-faced_sapajou__cebCap1__GCF_001604975.1"	"Cebus_capucinus_imitator"	"white-faced sapajou"	"white-faced_capuchin,white-throated_capuchin"	1737458	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Cebinae; Cebus; Cebus capucinus"	"cebCap1"	"GCF_001604975.1"	"NCBI"	"Cebus_imitator-1.0"	"Scaffold"	"2016-04-04"	"McDonnell Genome Institute - Washington University School of Medicine"	41196	5274112	"cebus_capucinus_imitator"
"108"	"Saimiri_boliviensis__Bolivian_squirrel_monkey__HLsaiBoli4__GCA_048565385.1"	"Saimiri_boliviensis"	"Bolivian squirrel monkey"	""	27679	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Saimiriinae; Saimiri"	"HLsaiBoli4"	"GCA_048565385.1"	"NCBI"	"mSaiBol1.pri"	"Chromosome"	"2025-03-12"	"Vertebrate Genomes Project"	69222429	129414808	"saimiri_boliviensis"
"109"	"Saimiri_boliviensis_boliviensis__Bolivian_squirrel_monkey__HLsaiBolBol2__GCF_016699345.1"	"Saimiri_boliviensis_boliviensis"	"Bolivian squirrel monkey"	""	39432	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Saimiriinae; Saimiri; Saimiri boliviensis"	"HLsaiBolBol2"	"GCF_016699345.1"	"NCBI"	"BCM_Sbol_2.0"	"Scaffold"	"2021-01-12"	"Baylor College of Medicine Human Genome Sequencing Center"	4857773	87238321	"saimiri_boliviensis_boliviensis"
"110"	"Saimiri_boliviensis_boliviensis__Bolivian_squirrel_monkey__HLsaiBolBol3__GCF_016699345.2"	"Saimiri_boliviensis_boliviensis"	"Bolivian squirrel monkey"	""	39432	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Cebidae; Saimiriinae; Saimiri; Saimiri boliviensis"	"HLsaiBolBol3"	"GCF_016699345.2"	"NCBI"	"BCM_Sbol_2.1"	"Scaffold"	"2021-01-12"	"Baylor College of Medicine Human Genome Sequencing Center"	4857773	87238321	"saimiri_boliviensis_boliviensis"
"111"	"Pithecia_pithecia__white-faced_saki__HLpitPit1__GCA_004026645.1"	"Pithecia_pithecia"	"white-faced saki"	"Guianan_saki"	43777	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia"	"HLpitPit1"	"GCA_004026645.1"	"NCBI"	"PitPit_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	63292	83104	"pithecia_pithecia"
"112"	"Pithecia_pithecia__white-faced_saki__HLpitPit2__GCA_023779675.1"	"Pithecia_pithecia"	"white-faced saki"	"Guianan_saki"	43777	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia"	"HLpitPit2"	"GCA_023779675.1"	"NCBI"	"ASM2377967v1"	"Contig"	"2022-06-17"	"BGI-Shenzhen"	10867430	10867430	"pithecia_pithecia"
"113"	"Daubentonia_madagascariensis__aye-aye__HLdauMad1__GCA_004027145.1"	"Daubentonia_madagascariensis"	"aye-aye"	""	31869	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Chiromyiformes; Daubentoniidae; Daubentonia"	"HLdauMad1"	"GCA_004027145.1"	"NCBI"	"DauMad_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	298834	379919	"daubentonia_madagascariensis"
"114"	"Daubentonia_madagascariensis__aye-aye__HLdauMad2__GCA_023783475.1"	"Daubentonia_madagascariensis"	"aye-aye"	""	31869	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Chiromyiformes; Daubentoniidae; Daubentonia"	"HLdauMad2"	"GCA_023783475.1"	"NCBI"	"ASM2378347v1"	"Contig"	"2022-06-17"	"BGI-Shenzhen"	27954151	27954151	"daubentonia_madagascariensis"
"115"	"Cheirogaleus_medius__Lesser_dwarf_lemur__HLcheMed1__GCA_008086735.1"	"Cheirogaleus_medius"	"Lesser dwarf lemur"	"fat-tailed_dwarf_lemur"	9460	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Cheirogaleus"	"HLcheMed1"	"GCA_008086735.1"	"NCBI"	"ASM808673v1"	"Scaffold"	"2019-08-26"	"Duke University"	34905	48318266	"cheirogaleus_medius"
"116"	"Microcebus_murinus__gray_mouse_lemur__micMur3__GCF_000165445.2"	"Microcebus_murinus"	"gray mouse lemur"	"grey_mouse_lemur"	30608	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus"	"micMur3"	"GCF_000165445.2"	"NCBI"	"Mmur_3.0"	"Chromosome"	"2017-02-06"	"Baylor College of Medicine"	210702	108171978	"microcebus_murinus"
"117"	"Mirza_coquereli__Coquerels_mouse_lemur__HLmirCoq1__GCA_004024645.1"	"Mirza_coquereli"	"Coquerels mouse lemur"	"Microcebus_coquereli"	47180	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Mirza"	"HLmirCoq1"	"GCA_004024645.1"	"NCBI"	"MizCoq_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	60596	79947	"mirza_coquereli"
"118"	"Indri_indri__Indri__HLindInd1__GCA_004363605.1"	"Indri_indri"	"Indri"	""	34827	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Indri"	"HLindInd1"	"GCA_004363605.1"	"NCBI"	"IndInd_v1_BIUU"	"Scaffold"	"2019-03-22"	"Broad Institute"	26447	28620	"indri_indri"
"119"	"Propithecus_coquereli__Coquerels_sifaka__HLproCoq2"	"Propithecus_coquereli"	"Coquerels sifaka"	"Propithecus_verreauxi_coquereli"	379532	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Propithecus"	"HLproCoq2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2021-02-02"	""	15309	148766566	"propithecus_coquereli"
"120"	"Eulemur_flavifrons__Sclaters_lemur__HLeulFla1"	"Eulemur_flavifrons"	"Sclaters lemur"	"Eulemur_macaco_flavifrons"	87288	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur"	"HLeulFla1"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2020-09-01"	""	26840	156661540	"eulemur_flavifrons"
"121"	"Eulemur_fulvus__brown_lemur__HLeulFul1__GCA_004027275.1"	"Eulemur_fulvus"	"brown lemur"	"Lemur_fulvus,Petterus_fulvus"	13515	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur"	"HLeulFul1"	"GCA_004027275.1"	"NCBI"	"EulFul_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	21310	22561	"eulemur_fulvus"
"122"	"Lemur_catta__Ring-tailed_lemur__HLlemCat1__GCA_004024665.1"	"Lemur_catta"	"Ring-tailed lemur"	""	9447	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Lemur"	"HLlemCat1"	"GCA_004024665.1"	"NCBI"	"LemCat_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	158439	215715	"lemur_catta"
"123"	"Lemur_catta__Ring-tailed_lemur__HLlemCat2__GCF_020740605.2"	"Lemur_catta"	"Ring-tailed lemur"	""	9447	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Lemur"	"HLlemCat2"	"GCF_020740605.2"	"NCBI"	"mLemCat1.pri"	"Chromosome"	"2021-11-04"	"Vertebrate Genomes Project"	32529614	102162704	"lemur_catta"
"124"	"Otolemur_garnettii__small-eared_galago__otoGar3__GCF_000181295.1"	"Otolemur_garnettii"	"small-eared galago"	"Galago_garnetti,Galago_garnettii"	30611	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Otolemur"	"otoGar3"	"GCF_000181295.1"	"NCBI"	"OtoGar3"	"Scaffold"	"2011-03-16"	"Broad Institute of MIT and Harvard, USA, Cambridge"	27100	13852661	"otolemur_garnettii"
"125"	"Nycticebus_coucang__slow_loris__HLnycCou2__GCF_027406575.1"	"Nycticebus_coucang"	"slow loris"	"Tardigradus_coucang"	9470	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Nycticebus"	"HLnycCou2"	"GCF_027406575.1"	"NCBI"	"mNycCou1.pri"	"Chromosome"	"2022-12-28"	"Vertebrate Genomes Project"	41197715	135917784	"nycticebus_coucang"
"126"	"Tupaia_chinensis__Chinese_tree_shrew__HLtupChi2__GCA_033439345.1"	"Tupaia_chinensis"	"Chinese tree shrew"	"Tupaia_belangeri_chinensis"	246437	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Scandentia; Tupaiidae; Tupaia"	"HLtupChi2"	"GCA_033439345.1"	"NCBI"	"KIZ version 2"	"Chromosome"	"2023-11-09"	"Kunming Institution of Zoology, CAS"	3217288	104643080	"tupaia_chinensis"
"127"	"Tupaia_tana__large_tree_shrew__HLtupTan1__GCA_026018925.1"	"Tupaia_tana"	"large tree shrew"	""	70687	"Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Scandentia; Tupaiidae; Tupaia"	"HLtupTan1"	"GCA_026018925.1"	"NCBI, JoanaDamas"	""	""	"2021-06-15"	""	7425133	112954644	"tupaia_tana"
"128"	"Antilocapra_americana__pronghorn__HLantAme1__GCA_007570785.1"	"Antilocapra_americana"	"pronghorn"	""	9891	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Antilocapridae; Antilocapra"	"HLantAme1"	"GCA_007570785.1"	"NCBI"	"GSC_phorn_1.0"	"Scaffold"	"2019-07-12"	"Canada's Genomic Enterprise"	220431	18739554	"antilocapra_americana"
"129"	"Beatragus_hunteri__Hirola__HLbeaHun1__GCA_004027495.1"	"Beatragus_hunteri"	"Hirola"	""	59527	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Alcelaphinae; Beatragus"	"HLbeaHun1"	"GCA_004027495.1"	"NCBI"	"BeaHun_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	57444	69303	"beatragus_hunteri"
"130"	"Pantholops_hodgsonii__chiru__panHod1__GCF_000400835.1"	"Pantholops_hodgsonii"	"chiru"	"Tibetan_antelope,Pantholops_hodgsoni"	59538	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Pantholops"	"panHod1"	"GCF_000400835.1"	"NCBI"	"PHO1.0"	"Scaffold"	"2013-05-28"	"BGI"	18674	2772860	"pantholops_hodgsonii"
"131"	"Saiga_tatarica__saiga_antelope__HLsaiTat1__GCA_004024985.1"	"Saiga_tatarica"	"saiga antelope"	""	34875	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Saiga"	"HLsaiTat1"	"GCA_004024985.1"	"NCBI"	"SaiTat_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	6406	6453	"saiga_tatarica"
"132"	"Bison_bison_bison__American_bison__HLbisBisBis2"	"Bison_bison_bison"	"American bison"	"Bos_(Bison)_bison,Bos_bison_bison,Bison"	43346	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bison; Bison bison"	"HLbisBisBis2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2021-02-19"	""	18165	101686351	"bison_bison_bison"
"133"	"Bos_taurus__cattle__HLbosTau10__GCF_002263795.3"	"Bos_taurus"	"cattle"	"domestic_cow,bovine,Bos_bovis,cow,dairy_cow,domestic_cattle,ox,Bovidae_sp._Adi_Nefas,Bos_primigenius_taurus"	9913	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"HLbosTau10"	"GCF_002263795.3"	"NCBI"	"ARS-UCD2.0"	"Chromosome"	"2023-07-01"	"USDA ARS"	26402946	103308737	"bos_taurus"
"134"	"Bos_indicus__zebu_cattle__HLbosInd2__GCA_002933975.1"	"Bos_indicus"	"zebu cattle"	"zebu,Bos_primigenius_indicus"	9915	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"HLbosInd2"	"GCA_002933975.1"	"NCBI"	"ASM293397v1"	"Chromosome"	"2018-02-22"	"Anand Agricultural University"	64498	104295553	"bos_indicus"
"135"	"Bos_mutus__wild_yak__HLbosMut2__GCA_007646595.3"	"Bos_mutus"	"wild yak"	"Poephagus_mutus,Bos_grunniens_mutus"	72004	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"HLbosMut2"	"GCA_007646595.3"	"NCBI"	"ASM764659v3"	"Scaffold"	"2019-10-21"	"Lanzhou University"	90625	16589160	"bos_mutus"
"136"	"Bos_taurus__cattle__bosTau9__GCF_002263795.1"	"Bos_taurus"	"cattle"	"dairy_cow,Bos_bovis,domestic_cow,cow,Bos_primigenius_taurus,bovine,Bovidae_sp._Adi_Nefas,domestic_cattle"	9913	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"	"bosTau9"	"GCF_002263795.1"	"NCBI"	"ARS-UCD1.2"	"Chromosome"	"2018-04-11"	"USDA ARS"	25896116	103308737	"bos_taurus"
"137"	"Bubalus_bubalis__water_buffalo__HLbubBub2__GCA_003121395.1"	"Bubalus_bubalis"	"water buffalo"	"Bubalus_arnee_bubalis,river_buffalo,Bubalus_arnee,domestic_water_buffalo"	89462	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bubalus"	"HLbubBub2"	"GCA_003121395.1"	"NCBI"	"UOA_WB_1"	"Chromosome"	"2018-05-14"	"University of Adelaide"	22441509	117219835	"bubalus_bubalis"
"138"	"Ammotragus_lervia__aoudad__HLammLer1__GCA_002201775.1"	"Ammotragus_lervia"	"aoudad"	"Barbary_sheep"	9899	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ammotragus"	"HLammLer1"	"GCA_002201775.1"	"NCBI"	"ALER1.0"	"Scaffold"	"2017-06-20"	"Northwest A&F University"	52017	1301762	"ammotragus_lervia"
"139"	"Capra_aegagrus__wild_goat__HLcapAeg1__GCA_000765075.1"	"Capra_aegagrus"	"wild goat"	"Capra_hircus_aegagrus,bezoar_ibex"	9923	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Capra"	"HLcapAeg1"	"GCA_000765075.1"	"NCBI"	"Caeg1"	"Scaffold"	"2014-07-15"	"EBI"	51868	1750063	"capra_aegagrus"
"140"	"Capra_hircus__goat__HLcapHir2__GCA_001704415.1"	"Capra_hircus"	"goat"	"goats,Naine_d'Afrique_de_l'Ouest,African_dwarf_goats,African_dwarf_goat,Capra_aegagrus_hircus,domestic_goat"	9925	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Capra"	"HLcapHir2"	"GCA_001704415.1"	"NCBI"	"ARS1"	"Chromosome"	"2016-08-24"	"USDA ARS"	26244591	87277232	"capra_hircus"
"141"	"Capra_hircus__Goat__HLcapHirc3__GCA_041735815.1"	"Capra_hircus"	"Goat"	"Capra_aegagrus_hircus,African_dwarf_goats,Naine_d'Afrique_de_l'Ouest,African_dwarf_goat,domestic_goat,goats"	9925	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Capra"	"HLcapHirc3"	"GCA_041735815.1"	"NCBI"	"T2T-goat2.0"	"Complete Genome"	"2024-09-04"	"China Agricultural University"	100793790	100793790	"capra_hircus"
"142"	"Hemitragus_hylocrius__Nilgiri_tahr__HLhemHyl1__GCA_004026825.1"	"Hemitragus_hylocrius"	"Nilgiri tahr"	""	330464	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Hemitragus"	"HLhemHyl1"	"GCA_004026825.1"	"NCBI"	"HemHyl_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	66552	85340	"hemitragus_hylocrius"
"143"	"Ovis_aries__sheep__HLoviAri6__GCF_016772045.2"	"Ovis_aries"	"sheep"	"Ovis_ovis,Ovis_orientalis_aries,domestic_sheep,lambs,Ovis_ammon_aries,wild_sheep"	9940	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis"	"HLoviAri6"	"GCF_016772045.2"	"NCBI"	"ARS-UI_Ramb_v3.0"	"Chromosome"	"2023-07-20"	"University of Idaho"	43178051	101274418	"ovis_aries"
"144"	"Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1"	"Ovis_aries"	"Sheep"	"lambs,domestic_sheep,wild_sheep,Ovis_orientalis_aries,Ovis_ammon_aries,Ovis_ovis"	9940	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis"	"HLoviArie7"	"GCA_040805955.1"	"NCBI"	"T2T-sheep1.0"	"Complete Genome"	"2024-07-22"	"China Agricultural University"	103395564	103395564	"ovis_aries"
"145"	"Ovis_canadensis__bighorn_sheep__HLoviCan2__GCA_004026945.1"	"Ovis_canadensis"	"bighorn sheep"	""	37174	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis"	"HLoviCan2"	"GCA_004026945.1"	"NCBI"	"OviCan_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	55973	69397	"ovis_canadensis"
"146"	"Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2"	"Ovis_canadensis"	"Bighorn sheep"	""	37174	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis"	"HLoviCana3"	"GCF_042477335.2"	"NCBI"	"ARS-UI_OviCan_v2"	"Chromosome"	"2024-10-18"	"Sheep Pangenome"	105224494	105224494	"ovis_canadensis"
"147"	"Elaphurus_davidianus__Pere_Davids_deer__HLelaDav1__GCA_002443075.1"	"Elaphurus_davidianus"	"Pere Davids deer"	"milu,Cervus_davidianus"	43332	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Cervinae; Elaphurus"	"HLelaDav1"	"GCA_002443075.1"	"NCBI"	"Milu1.0"	"Scaffold"	"2017-10-04"	"Nanjing Normal University"	59950	2844142	"elaphurus_davidianus"
"148"	"Giraffa_tippelskirchi__Masai_giraffe__HLgirTip1__GCA_001651235.1"	"Giraffa_tippelskirchi"	"Masai giraffe"	"Giraffa_camelopardalis_rothschildi,Giraffa_camelopardalis_tippelskirchi"	439328	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Giraffidae; Giraffa"	"HLgirTip1"	"GCA_001651235.1"	"NCBI"	"ASM165123v1"	"Scaffold"	"2016-05-20"	"Pennsylvania State University"	47894	212164	"giraffa_tippelskirchi"
"149"	"Giraffa_tippelskirchi__Masai_giraffe__HLgirTip2__GCA_013496395.1"	"Giraffa_tippelskirchi"	"Masai giraffe"	"Giraffa_camelopardalis_tippelskirchi"	439328	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Giraffidae; Giraffa"	"HLgirTip2"	"GCA_013496395.1"	"NCBI"	"ASM1349639v1"	"Chromosome"	"2020-07-24"	"University of California Davis"	25031	160341600	"giraffa_tippelskirchi"
"150"	"Okapia_johnstoni__okapi__HLokaJoh2"	"Okapia_johnstoni"	"okapi"	""	86973	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Giraffidae; Okapia"	"HLokaJoh2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2020-07-27"	""	36462	97427823	"okapia_johnstoni"
"151"	"Okapia_johnstoni__okapi__HLokaJoh3__GCA_024291935.1"	"Okapia_johnstoni"	"okapi"	""	86973	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Giraffidae; Okapia"	"HLokaJoh3"	"GCA_024291935.1"	"NCBI"	"TBG_Okapi_asm_v1"	"Chromosome"	"2022-07-16"	"Senckenberg Nature Research Society"	61700678	102048473	"okapia_johnstoni"
"152"	"Moschus_moschiferus__Siberian_musk_deer__HLmosMos1__GCA_004024705.2"	"Moschus_moschiferus"	"Siberian musk deer"	""	68415	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Moschidae; Moschus"	"HLmosMos1"	"GCA_004024705.2"	"NCBI"	"MosMos_v2_BIUU_UCD"	"Scaffold"	"2019-07-15"	"Broad Institute"	34785	11728851	"moschus_moschiferus"
"153"	"Tragulus_javanicus__Java_mouse-deer__HLtraJav1__GCA_004024965.2"	"Tragulus_javanicus"	"Java mouse-deer"	"Lesser_Malay_chevrotain"	9849	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Tragulina; Tragulidae; Tragulus"	"HLtraJav1"	"GCA_004024965.2"	"NCBI"	"ASM402496v2"	"Scaffold"	"2019-07-15"	"Broad Institute"	80230	14082842	"tragulus_javanicus"
"154"	"Sus_scrofa__Pig__HLsusScro12__GCA_048338725.1"	"Sus_scrofa"	"Pig"	"swine,Sus_scrofa_Pietrain,pigs,Sus_scrofa_LW,wild_boar"	9823	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Suina; Suidae; Sus"	"HLsusScro12"	"GCA_048338725.1"	"NCBI"	"T2T_pig1.0"	"Complete Genome"	"2025-03-05"	"China Agricultural University"	144930921	144930921	"sus_scrofa"
"155"	"Sus_scrofa__pig__susScr11__GCF_000003025.6"	"Sus_scrofa"	"pig"	"wild_boar,pigs,swine"	9823	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Suina; Suidae; Sus"	"susScr11"	"GCF_000003025.6"	"NCBI"	"Sscrofa11.1"	"Chromosome"	"2017-02-07"	"The Swine Genome Sequencing Consortium (SGSC)"	48231277	88231837	"sus_scrofa"
"156"	"Catagonus_wagneri__Chacoan_peccary__HLcatWag1__GCA_004024745.2"	"Catagonus_wagneri"	"Chacoan peccary"	""	51154	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Suina; Tayassuidae; Catagonus"	"HLcatWag1"	"GCA_004024745.2"	"NCBI"	"CatWag_v2_BIUU_UCD"	"Scaffold"	"2019-07-15"	"Broad Institute"	65965	19204659	"catagonus_wagneri"
"157"	"Camelus_bactrianus__Bactrian_camel__HLcamBac1__GCA_000767855.1"	"Camelus_bactrianus"	"Bactrian camel"	"camel,two-humped_camel,domestic_Bactrian_camel"	9837	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Camelus"	"HLcamBac1"	"GCA_000767855.1"	"NCBI"	"Ca_bactrianus_MBC_1.0"	"Scaffold"	"2014-10-23"	"Inner Mongolia Agricultural University, P.R.China"	139019	8812066	"camelus_bactrianus"
